Nivel_educacao,Avaliacao_desempenho,Experiencia_cargos_lideranca,Habilidades_competencias,Treinamento_lideranca,Feedback_supervisores,Satisfacao_trabalho,Coach,Empodera,Sucesso_membros,Orientado_resultados,Comunicador,Desenvolvimento_carreira,Estrategia_equipe,Habilidades_tecnicas,Idade_18-29,Idade_30-39,Idade_40-49,Idade_50-59,Idade_60-69,Idade_70-79,Idade_80-89,Indice_lideranca,Indice_competencias,Engajamento_desenvolvimento
0.0,0.0,1.0,0.5,1.0,0.960140569446414,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.9873179023944644,0.3333333333333333,0.2796512181856327
0.0,0.4,0.0,0.1,0.0,0.8158086601848137,0.6000000000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.271817093287742,0.2,0.402056292545682
0.25,0.0,1.0,0.3,0.0,0.417927985102388,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.4728200455749172,0.2,0.0591077826557877
0.0,0.6000000000000001,0.0,0.8,1.0,0.542667384294842,0.6000000000000001,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.5144171591050385,0.7333333333333333,0.6490853169677949
0.5,0.6000000000000001,1.0,0.0,0.0,0.5212864745476996,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5072872215240745,0.2,0.5029923612922387
0.25,0.4,0.0,0.4950680272108843,0.0,0.684927601493855,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.2281719074638904,0.4633786848072562,0.38334745032536
0.5,1.0,0.0,0.2,0.0,0.6605129576954625,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.2200303041176027,0.4666666666666667,0.8089674503148949
0.5,0.0,0.0,0.6000000000000001,0.0,0.6875210974501139,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.2290367660926061,0.4,0.0976448716207287
0.25,0.4,0.0,0.4,0.0,0.9149879792627758,0.8,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3048906323799175,0.4,0.4162335176591334
0.25,0.2,0.0,0.4,1.0,0.0888942359591174,0.4,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.3630964593867451,0.3333333333333333,0.298147236441338
1.0,0.0,1.0,0.2,0.0,0.1429276608587663,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.3811151008466436,0.1333333333333333,0.0197977577501997
0.0,0.6000000000000001,0.0,0.0,0.0,0.8392711771157676,0.6000000000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.2796411888565647,0.2,0.548446804343997
0.5,0.6000000000000001,0.0,0.4,1.0,0.9184936587418868,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.6397447485193214,0.4666666666666667,0.7028079452931335
1.0,0.4,1.0,1.0,0.0,0.915003153640526,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.6385807623375799,0.8,0.4162356867662751
0.0,0.0,0.0,0.6000000000000001,0.0,0.353499114885536,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.1176497430650378,0.4,0.0498979735407277
1.0,0.8,1.0,0.7000000000000001,1.0,0.907511228761228,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.9697674838926128,0.7333333333333333,0.8442747111842706
0.25,0.0,0.0,1.0,0.0,0.9996578801796886,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3331256848479111,0.6666666666666666,0.1422633815690285
0.25,0.8,0.0,0.4950680272108843,0.0,0.7124483574674078,0.4,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2373493126628717,0.5967120181405896,0.6733547221121904
0.0,0.8,0.0,0.1,1.0,0.9245285310206036,0.6000000000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.6417572102510816,0.3333333333333333,0.8467072558639246
0.5,0.8,0.0,0.1,0.0,0.1160813310949536,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0384775282688961,0.3333333333333333,0.5881068129540745
0.5,1.0,0.0,0.9,0.0,0.1146929391847469,0.6000000000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0380145382570229,0.9333333333333332,0.7309450022300091
0.5,1.0,0.0,0.4,1.0,0.604426875866646,0.4,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5350122284985611,0.6,0.9439868577079624
0.0,0.6000000000000001,0.0,0.1,0.0,0.9571577749846562,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.318953084111617,0.2666666666666666,0.5652981484687977
0.0,0.0,1.0,0.7000000000000001,0.0,0.8484375836696568,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6163829997284829,0.4666666666666667,0.1206471393395337
0.5,0.2,1.0,0.1,1.0,0.4060959427213293,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.8025594588887405,0.1333333333333333,0.3434897538627762
0.0,0.4,1.0,0.8,1.0,0.7822979694718285,0.6000000000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.9280123512251728,0.6666666666666666,0.5403027477229929
0.5,0.6000000000000001,1.0,0.7000000000000001,1.0,0.1271700119005471,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.7095454337614758,0.6666666666666666,0.5896918886074831
0.25,1.0,0.0,1.0,0.0,0.6751527024402525,0.6000000000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.224912251025664,1.0,0.8110601341403123
0.5,0.4,0.0,0.0,1.0,0.1731385306051702,0.6000000000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.3911895840237349,0.1333333333333333,0.4532262223436679
0.25,0.0,0.0,0.2,1.0,0.2642433695134888,0.2,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.4215705089900785,0.1333333333333333,0.1801759308879424
0.0,0.4,0.0,0.0,1.0,0.6481290003738254,0.6000000000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.5495856691789022,0.1333333333333333,0.521123913911411
0.25,0.8,1.0,0.0,1.0,0.1166482082109895,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.7060367054410763,0.2666666666666666,0.7312244988972589
0.25,0.2,1.0,0.5,0.0,0.4160723580875051,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4722012456760293,0.4,0.2018791828337381
0.5,0.0,0.0,0.5,0.0,0.1898769917206642,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0630863246311579,0.3333333333333333,0.0265089475299139
0.25,0.4,0.0,0.3,0.0,0.0477228734228852,0.8,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0156818875736744,0.3333333333333333,0.2922619805197394
0.0,0.2,1.0,0.2,0.0,0.8296007856236762,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6101014525033459,0.2,0.2609911596298621
0.25,0.2,0.0,0.5,0.0,0.3636606522374941,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.1210383326013544,0.4,0.1943871718043872
0.5,0.0,1.0,1.0,0.0,0.8166015595168359,0.8,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.6057665728448692,0.6666666666666666,0.1160963268785505
0.5,0.0,0.0,0.6000000000000001,1.0,0.7773066283795137,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.5926628083385516,0.4,0.2535159516302394
0.25,0.4,0.0,0.2,0.0,0.392956578050604,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.1308077074733448,0.2666666666666666,0.3416115424320425
0.5,0.4,0.0,0.2,1.0,0.8719323548855074,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.6242178512024917,0.2666666666666666,0.5531155686994778
0.5,0.0,0.0,0.2,1.0,0.0299632540925303,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3434446191581107,0.1333333333333333,0.1466866715664763
0.25,1.0,0.0,0.1,1.0,0.5614717114057617,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5206878781781971,0.4,0.9378466155485198
0.25,0.2,0.0,0.1,1.0,0.7028599248168054,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.5678369072993504,0.1333333333333333,0.3859107930355153
0.5,0.8,0.0,0.6000000000000001,1.0,0.3322579979530463,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.4442514922177133,0.6666666666666666,0.7620449214838895
0.5,0.8,1.0,0.5,0.0,0.4517684004379642,0.4,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.4841048810618079,0.6,0.6360917274906387
0.25,0.8,0.0,0.6000000000000001,1.0,0.8416547960791939,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.6141211290823377,0.6666666666666666,0.8348608386150493
0.0,0.4,0.0,0.1,1.0,0.674494163004032,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.5583777162006835,0.2,0.5248926920118876
0.5,0.6000000000000001,0.0,0.2,0.0,0.8861321292784858,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2952680105332887,0.3333333333333333,0.5551453607972762
0.25,0.2,0.0,0.2,0.0,0.977971199450886,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.3258937811654532,0.2,0.2822000243060836
0.25,0.2,0.0,0.3,0.0,0.6998000199948564,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2331314445857515,0.2666666666666666,0.2424367403081123
0.5,0.0,0.0,0.5,0.0,0.2521896452814966,0.4,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0838658581331106,0.3333333333333333,0.0354162532581776
0.25,0.2,0.0,0.7000000000000001,1.0,0.4004771892141511,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.467000691445802,0.5333333333333333,0.3426865790268444
0.25,1.0,0.0,0.5,0.0,0.0172980733768481,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0055360646032299,0.6666666666666666,0.7170228564612167
0.0,0.8,1.0,0.1,0.0,0.4178558868427611,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.4727960028144867,0.3333333333333333,0.6312440904643727
0.25,1.0,1.0,0.4,1.0,0.0799358409611318,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.6937941540231742,0.6,0.8690132892163549
0.5,0.0,1.0,0.3,0.0,0.2378445889125401,0.6000000000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.4127672513118834,0.2,0.0333656937736144
0.5,0.4,0.0,0.7000000000000001,0.0,0.968984923519673,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.3228971085620608,0.6,0.4239521311895082
0.25,0.0,0.0,0.9,0.0,0.5623929141898126,0.4,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.1873100039100652,0.6,0.0797583763451963
0.5,0.4,0.0,0.8,1.0,0.9218384249342974,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.64086013483622,0.6666666666666666,0.5602494106756785
0.25,0.8,0.0,0.3,1.0,0.2032918606144427,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4012448793019472,0.4666666666666667,0.7436098084173799
0.25,0.6000000000000001,0.0,0.6000000000000001,1.0,0.8147656898545408,0.2,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.605154361472493,0.6,0.6879805117197996
0.75,0.8,0.0,0.3,0.0,0.0791870676257793,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.026174319530736,0.4666666666666667,0.5828329485692393
0.0,0.4,1.0,0.3,0.0,0.6765570023047094,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.5590656156225198,0.3333333333333333,0.3821509118721599
0.5,1.0,0.0,0.9,0.0,0.2691297412143372,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0895149080587266,0.9333333333333332,0.7530210290522333
0.25,1.0,0.0,0.0,0.0,0.7149138231675639,0.6000000000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.2381714767689837,0.3333333333333333,0.8167438025154813
0.25,0.8,1.0,0.6000000000000001,0.0,0.480262324831164,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.4936068108095529,0.6666666666666666,0.6401648022429518
0.5,0.0,0.0,1.0,0.0,0.2107180551406979,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0700362385058757,0.6666666666666666,0.029488081188588
0.25,0.6000000000000001,0.0,1.0,0.0,0.6695652049322109,0.6000000000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.2230489763129753,0.8666666666666667,0.5241881202442186
0.25,0.8,0.0,0.3,1.0,0.7358534541778299,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5788393299138163,0.4666666666666667,0.8197370259554586
0.25,0.0,0.0,1.0,1.0,0.1742442413420212,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.3915583077417424,0.6666666666666666,0.1673109716205947
0.5,0.0,0.0,0.3,0.0,0.4336396704307109,0.2,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.1443743850703785,0.2,0.0613536954315776
0.25,0.0,0.0,1.0,1.0,0.71058476579663,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.5704129264987385,0.6666666666666666,0.2439783698579472
0.25,1.0,0.0,0.0,1.0,0.853016686912736,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.6179100030546304,0.3333333333333333,0.9795216218591496
0.5,1.0,0.0,0.4,1.0,0.6316479502569389,0.8,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.5440896982407224,0.6,0.947877984437294
0.25,0.6000000000000001,0.0,0.0,1.0,0.9190091622863172,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.6399166545859025,0.2,0.7028816341414148
0.75,0.6000000000000001,0.0,0.0,1.0,0.789546948229515,1.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.5967446139087382,0.2,0.6843756092016151
0.0,0.8,0.0,0.6000000000000001,0.0,0.6035514753210215,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2010352370857506,0.6666666666666666,0.6577884162865905
1.0,1.0,0.0,0.7000000000000001,0.0,0.6593899068630967,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2196557979609557,0.8,0.8088069153907563
1.0,0.2,1.0,0.8,1.0,0.2045373712270287,0.8,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7353452921082684,0.6,0.3146778879598236
0.25,0.8,0.0,0.8,0.0,0.1892442488951367,0.8,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0628753225314265,0.8,0.5985651137899048
0.25,0.8,0.0,0.9,0.0,0.0911502725950912,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0301637150105459,0.8666666666666667,0.5845430334085492
0.5,0.6000000000000001,0.0,0.6000000000000001,0.0,0.95177860883351,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.3171592821009036,0.6,0.564529221537695
0.25,0.8,0.0,0.6000000000000001,0.0,0.8052530543198962,0.2,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.268297092883822,0.6666666666666666,0.6866207244511366
0.25,0.0,1.0,0.7000000000000001,0.0,0.91431818640596,0.6000000000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6383523448527665,0.4666666666666667,0.1300644669062639
0.5,0.0,1.0,0.8,0.0,0.6084585393481027,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.5363566759196573,0.5333333333333333,0.0863432444803322
1.0,0.8,0.0,0.4950680272108843,0.0,0.043703436260104,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0143415172891467,0.5967120181405896,0.5777607275216391
0.25,0.8,0.0,0.6000000000000001,1.0,0.2616845539923359,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4207172153200343,0.6666666666666666,0.7519567739611581
0.5,0.0,0.0,0.6000000000000001,1.0,0.7673413150257848,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.5893396540374896,0.4,0.2520914561602629
0.5,0.0,1.0,0.6000000000000001,0.0,0.6842680756170291,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.5616370436884571,0.4,0.0971798671898114
0.0,0.6000000000000001,0.0,0.4,1.0,0.368422228017166,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.4563112551590568,0.4666666666666667,0.624177777488367
0.25,0.0,0.0,0.1,0.0,0.1045596049391768,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0346353536707535,0.0666666666666666,0.0143132215485554
0.5,0.0,1.0,0.6000000000000001,0.0,0.3298733399488741,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.4434562752263518,0.4,0.0465207782456733
0.5,0.6000000000000001,1.0,0.2,1.0,0.7798064775183712,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.927181508088856,0.3333333333333333,0.682983253947852
0.5,0.2,0.0,0.6000000000000001,1.0,0.1033216200453488,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.3679075899330106,0.4666666666666667,0.3002095642924491
0.5,0.6000000000000001,1.0,0.7000000000000001,0.0,0.5339641827375813,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.5115148839169534,0.6666666666666666,0.5048045810634726
0.0,0.4,1.0,0.4,1.0,0.2764137372418732,0.6000000000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.7593140572026005,0.4,0.4679889356465876
0.25,0.2,0.0,0.4,0.0,0.6986227311904245,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2327388515768647,0.3333333333333333,0.2422684523166323
0.25,0.4,0.0,0.2,0.0,0.7929765942005741,0.6000000000000001,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.2642032355409341,0.2666666666666666,0.3987925542757177
0.25,0.4,0.0,0.0,1.0,0.1271912530678481,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.3758674473732996,0.1333333333333333,0.4466582714537774
0.25,0.6000000000000001,0.0,0.2,0.0,0.3560654229044639,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.1185055352742972,0.3333333333333333,0.4793747758479784
0.25,0.0,0.0,0.7000000000000001,0.0,0.7476610386712049,0.6000000000000001,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.2490917605760161,0.4666666666666667,0.1062415981654121
1.0,0.6000000000000001,1.0,1.0,1.0,0.963324787230596,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.9883797502912056,0.8666666666666667,0.7092163478369631
0.0,1.0,0.0,0.1,0.0,0.953597718104755,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3177659043499247,0.4,0.8508625617582218
0.25,0.0,0.0,0.3,1.0,0.7694003937754357,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5900262994203532,0.2,0.2523857919475169
0.5,0.2,1.0,0.6000000000000001,0.0,0.6515615842380909,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.5507303402421581,0.4666666666666667,0.2355412789437643
0.25,0.2,0.0,0.6000000000000001,1.0,0.9195500459044594,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.6400970241998023,0.4666666666666667,0.4168856439931615
0.75,0.4,0.0,1.0,1.0,0.4229958887819537,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.4745100502252793,0.8,0.4889421764967714
0.25,0.2,0.0,0.4950680272108843,0.0,0.2416356476818937,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0803463940408556,0.3967120181405895,0.1769442615773589
0.25,0.4,0.0,0.1,1.0,0.546822108783607,0.6000000000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.5158026439427432,0.2,0.5066425621440174
0.25,0.0,1.0,1.0,0.0,0.9458053710312748,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.6488524434750337,0.6666666666666666,0.1345654143696256
0.25,0.8,1.0,0.6000000000000001,1.0,0.9756705170647916,0.2,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.9924967071536712,0.6666666666666666,0.854017766317495
0.25,0.0,0.0,0.1,1.0,0.4572552233235928,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.4859345835934117,0.0666666666666666,0.207766083013099
